,treatment,target,uplift
228505,0,0,0.01
337583,1,1,0.010000000000000009
124828,1,0,0.0
278367,1,0,0.14999999999999997
109612,0,0,0.0
125283,1,0,0.01
31190,0,0,0.05999999999999994
237450,1,0,-0.08000000000000002
247341,0,0,0.04
80541,1,0,0.019999999999999997
195688,0,1,-0.019999999999999907
246722,0,1,0.10999999999999999
100952,0,0,0.09
98529,0,0,0.98
70192,1,0,0.0
15222,1,0,0.01
249324,0,0,0.02
362639,0,0,-0.050000000000000044
310680,0,1,-0.14
53154,1,0,0.01
140195,0,1,0.25
319863,0,0,-0.09999999999999998
51555,0,0,0.13999999999999999
169321,1,0,1.0
219555,1,1,0.99
251527,0,0,0.0
232955,1,0,-0.04
181645,0,0,0.07
83316,1,0,-0.02
138391,1,1,-0.010000000000000009
91590,0,0,0.02
180426,1,0,0.0
32788,1,1,0.05999999999999994
14275,1,0,0.01
34147,1,0,0.0
241566,0,1,-0.020000000000000018
72310,1,1,0.020000000000000018
165009,0,1,0.28
309080,0,0,0.0
194611,1,0,-0.020000000000000018
204050,0,1,-0.14
19388,1,1,0.88
95370,0,0,0.0
245443,1,0,0.0
297786,0,0,0.0
127062,0,0,-0.01
62329,1,0,0.01
181141,1,0,-0.01
53451,1,0,0.03
25749,1,0,0.01
95716,1,0,0.0
335945,1,0,0.02
126169,0,0,0.01
398490,1,0,-0.01
170017,0,0,0.59
176810,1,0,0.02
190569,0,0,0.02
253586,1,0,-0.01
267013,0,0,-0.17999999999999994
228788,1,0,0.35
293335,1,1,0.08999999999999997
274760,1,1,0.030000000000000027
323840,0,0,0.01
56934,0,0,-0.01
71717,0,0,0.05
299148,0,0,0.01
89952,0,1,0.010000000000000009
148246,1,0,0.019999999999999997
83670,1,0,0.050000000000000044
333839,0,0,0.94
220140,0,0,0.02
62463,1,0,-0.02
313832,1,1,0.09
247392,1,0,-0.01
340232,0,0,-0.21000000000000002
378697,1,0,0.0
252894,0,0,0.98
369987,0,0,-0.01
45550,1,1,0.97
317802,0,0,0.96
152510,0,0,-0.01
289469,1,0,-0.01
77872,1,0,0.03
255340,0,0,0.04
71665,0,0,-0.01
351882,1,0,0.0
264361,0,0,0.99
248611,0,1,0.17000000000000004
295492,0,1,-0.020000000000000018
313218,1,1,1.0
375893,1,0,0.02
377511,0,0,-0.01
365706,1,1,0.97
239639,1,0,0.01
365336,0,0,0.02
16143,0,0,0.07
108044,0,0,0.019999999999999997
179847,0,0,0.01
113461,1,0,0.01
17850,1,0,0.01
154511,0,0,-0.01
260990,0,0,0.03
110887,1,1,1.0
98666,0,0,0.0
395209,1,0,0.01
123206,0,0,0.009999999999999998
375272,0,0,-0.08999999999999997
261859,1,0,0.01
7486,0,0,0.03
295964,0,0,0.98
22115,0,1,0.09000000000000008
54979,0,1,0.08000000000000002
350526,0,0,0.0
143098,1,1,0.10000000000000009
12960,0,1,0.10999999999999999
391723,0,1,0.2799999999999999
98935,0,1,-0.02
287645,1,0,0.0
114210,1,0,0.14
358462,0,1,-0.20999999999999996
171896,0,0,0.0
313117,0,1,0.0
286221,1,0,-0.01
269047,0,0,-0.01
92610,0,0,0.4
34918,1,0,0.010000000000000002
361563,1,0,0.01
75591,0,0,0.02
17176,1,1,-0.18999999999999995
362978,1,0,0.05
255412,1,1,0.020000000000000018
271381,1,0,0.02
38307,1,0,0.0
160148,1,1,0.0
162416,1,0,0.0
332619,1,0,0.0
324133,1,0,0.09
358989,1,1,-0.22999999999999998
51103,1,1,-0.08999999999999997
180383,0,1,0.08999999999999997
147112,1,0,0.02
305876,1,1,0.010000000000000009
344047,0,0,0.27999999999999997
47941,0,0,0.01
12772,0,0,0.02
119397,1,0,-0.01
120085,0,0,-0.02
102986,0,0,0.0
237210,1,0,0.01
395099,0,0,0.0
272619,0,0,0.99
136892,0,0,0.19999999999999996
92412,0,0,-0.020000000000000004
103641,0,0,0.01
255701,1,0,-0.01
365408,0,0,0.01
335552,0,1,-0.04999999999999993
396759,0,0,0.27
283024,0,0,0.01
271100,1,0,-0.01
246603,0,0,0.020000000000000018
143079,0,0,0.0
378990,1,0,0.01
212485,1,1,-0.020000000000000018
175417,0,0,0.0
4445,1,0,0.0
197512,1,0,-0.12
322607,1,1,0.8
3167,1,0,0.03
124246,0,0,0.02
388965,0,0,0.04
16992,1,0,0.05
237306,1,0,0.0
332688,1,0,0.01
153034,1,0,0.01
142383,1,0,0.02
299443,1,0,-0.01
173494,1,0,0.060000000000000005
375490,1,0,0.040000000000000036
140040,0,0,0.01
160342,0,0,0.89
80091,0,0,0.06
284817,0,1,0.07000000000000006
44093,1,0,0.02
268846,1,0,-0.01
244628,0,0,0.0
83888,0,0,0.03
101848,0,0,0.01
324705,1,0,0.01
292674,0,0,0.0
272648,0,0,0.97
119022,0,1,0.06999999999999995
286652,1,1,-0.13
141117,0,0,0.04
44034,1,0,0.0
44128,0,0,0.01
76417,1,1,0.14
113704,1,1,-0.15000000000000002
280285,1,0,0.01
338431,1,0,0.0
243863,0,0,-0.02
325426,0,0,0.02
310061,0,0,0.0
92824,0,1,0.25
189948,0,0,0.02
338021,1,0,0.0
266986,1,0,-0.01
102415,0,0,0.019999999999999997
328476,0,0,0.0
4734,1,0,0.03
107604,1,0,0.0
390980,0,0,0.13
312460,1,0,0.050000000000000044
215744,1,0,0.01
198018,0,0,-0.02
119924,0,1,-0.040000000000000036
69675,1,0,0.01
387958,0,0,0.01
161601,0,0,-0.02
165110,1,0,0.020000000000000018
115045,0,0,0.98
218057,0,0,0.28
319862,1,0,0.0
71831,1,1,-0.14
16610,1,0,0.01
143421,0,0,0.37
1494,0,0,0.01
54835,1,0,0.0
107749,1,1,0.09999999999999998
231108,1,1,0.07999999999999996
90156,1,1,0.38
388759,0,0,0.05
241805,1,0,0.0
89141,1,0,0.0
254441,0,0,0.0
93826,0,0,0.03
172447,0,1,-0.020000000000000018
383847,0,0,-0.02
379808,1,0,0.0
314173,1,0,0.01
365442,0,0,0.0
199385,0,1,-0.16999999999999993
82627,1,1,0.09999999999999998
331475,0,0,0.0
146028,0,0,0.01
391700,1,0,-0.01
323608,1,0,0.0
46490,0,0,0.019999999999999997
2130,1,0,0.03
204681,1,0,-0.15999999999999998
379521,0,0,1.0
115128,0,0,0.01
342230,0,0,-0.04999999999999999
129853,1,0,0.03
47766,1,0,0.02
391556,0,0,0.01
341007,0,1,0.15000000000000002
20289,1,0,0.05
106841,1,0,0.01
143512,0,0,0.0
91103,0,0,0.0
285345,0,1,-0.12
165390,0,0,0.0
321753,1,0,0.02
216735,1,0,0.08
187000,1,0,0.02
373977,1,0,0.0
211547,1,0,0.04000000000000001
54503,1,1,1.0
237271,0,0,0.05
257143,1,0,0.0
33955,1,0,0.0
81555,0,0,0.99
141181,1,0,0.01
229740,0,0,0.99
272246,1,0,0.0
316562,1,1,0.96
355412,1,1,0.09999999999999998
121951,1,0,0.019999999999999997
225001,1,1,0.16000000000000003
373705,0,0,0.01
68750,0,0,0.01
8601,0,1,0.0
133967,0,0,0.0
395658,1,0,0.03
134317,1,0,0.24
112785,0,0,0.0
100963,1,0,-0.01
301615,1,0,0.01
259522,1,0,0.0
87788,1,0,0.0
139630,1,0,0.0
206401,0,0,0.03
390159,0,0,0.01
175941,1,0,0.01
112195,0,0,0.0
303509,1,1,0.12
143219,0,1,-0.10999999999999999
26144,1,1,0.96
385901,1,1,1.0
183303,0,1,0.03999999999999998
253659,0,0,0.0
98965,0,0,0.05
14923,0,0,-0.02
100382,0,0,0.019999999999999997
372257,1,0,0.02
397813,1,0,0.03
339162,1,1,-0.04999999999999993
199525,1,1,0.07000000000000006
283911,0,0,0.98
48627,0,0,0.0
209597,0,1,0.16999999999999993
338987,1,0,0.0
284523,1,0,0.0
335783,0,0,0.0
126833,0,0,-0.01
25066,1,0,-0.12
83306,0,0,0.98
174305,0,0,-0.04
151479,0,1,0.17000000000000004
279542,0,1,-0.05999999999999994
54658,0,1,0.050000000000000044
279289,1,1,0.07999999999999996
42140,0,0,0.0
255393,1,0,0.0
333756,1,0,0.05000000000000002
51232,0,0,-0.09
395055,0,1,0.040000000000000036
242203,1,0,0.02
8465,1,1,-0.030000000000000027
34719,0,0,0.02
287346,0,0,0.0
19020,1,1,-0.009999999999999995
343859,1,1,0.97
17214,1,0,0.019999999999999997
399889,0,0,0.01
163190,0,0,0.01
172108,0,0,0.0
293102,0,1,0.030000000000000027
133579,0,0,0.02
161768,0,0,1.0
35379,1,0,0.04
316548,1,0,0.0
187582,1,0,-0.030000000000000002
231469,0,1,0.18999999999999995
328559,1,0,-0.02
282332,0,0,1.0
376752,0,0,0.16
77081,1,0,0.0
49069,0,0,-0.01
221933,0,0,-0.010000000000000009
16735,0,1,-0.040000000000000036
96214,0,0,-0.01
385853,1,1,0.039999999999999994
315005,1,1,0.99
207128,1,0,-0.030000000000000002
96246,1,0,-0.009999999999999998
277010,1,0,0.0
207959,1,0,0.01
351925,1,0,0.07
215867,1,0,0.03
30022,1,0,-0.01
323995,0,0,0.08000000000000007
211113,0,1,0.35000000000000003
225139,0,0,0.0
276562,0,0,0.01
22992,0,0,1.0
115926,1,0,-0.01
278941,0,1,-0.010000000000000009
233682,1,0,0.01
156440,1,0,0.01
70427,0,0,0.01
259124,0,0,0.08
253197,1,0,-0.03
87049,1,0,0.05
51199,0,1,-0.020000000000000018
245791,1,0,0.05
319891,0,1,-0.050000000000000044
72580,1,0,0.02
20311,0,0,0.01
52244,0,0,0.0
78064,1,0,-0.01
66449,0,0,-0.08000000000000002
71690,0,0,0.08000000000000002
153049,1,0,-0.009999999999999998
220700,1,0,-0.030000000000000027
360026,0,0,0.0
293285,1,1,0.05999999999999994
342397,0,0,0.21999999999999997
4903,1,0,0.02
311602,1,1,0.06000000000000005
164690,0,0,-0.01
60963,0,1,0.0
260900,1,0,0.01
254744,1,0,0.0
1443,1,0,0.03
78768,0,0,0.01
214717,0,0,0.01
227062,1,1,-0.06999999999999995
320117,1,0,-0.01
286364,0,0,0.37
151670,1,0,-0.01
248708,1,0,0.01
251830,1,0,0.0
128242,0,0,0.91
386698,1,0,0.0
259376,0,0,0.049999999999999996
243710,0,1,0.019999999999999907
351958,0,0,0.01
281168,1,1,-0.05999999999999994
347469,0,0,0.0
80975,1,0,0.0
388520,1,0,-0.01
120959,1,1,0.8
264222,1,1,0.07999999999999996
174684,1,0,0.02
392689,1,1,0.050000000000000044
147814,0,0,0.47
371273,1,0,0.04999999999999999
171057,1,0,0.0
38510,0,1,0.16000000000000003
183886,1,0,0.04
170346,1,1,-0.040000000000000036
380399,1,0,0.02
343665,1,0,0.01
337241,1,0,0.05
213496,0,0,0.63
156787,1,0,0.0
77396,1,0,-0.01
209547,1,0,-0.02
274069,0,0,0.01
66378,1,0,0.0
110327,0,0,0.97
257904,1,0,0.08
252216,1,1,0.98
32336,1,1,1.0
173062,1,0,0.0
284465,1,1,0.16999999999999993
149652,0,0,0.04
50454,0,0,0.05
63042,0,0,0.03
1953,1,0,0.01
262269,0,0,-0.020000000000000018
113863,0,0,0.0
82211,0,1,-0.14
190552,0,0,0.01
339545,0,0,-0.01
375674,1,1,0.19999999999999996
158295,1,0,-0.019999999999999997
110082,1,0,0.22
162037,0,0,0.13999999999999999
204838,1,1,1.0
130703,0,0,0.01
81786,0,0,0.26
65961,0,0,0.06
389987,0,0,0.9
72235,0,0,0.02
347169,1,0,0.04
137385,1,0,0.010000000000000009
152498,0,1,0.15000000000000002
374811,0,0,-0.05999999999999994
61514,1,0,0.01
289676,1,0,0.10999999999999999
384735,1,0,-0.3
20525,0,0,0.0
366643,1,0,0.06
266957,0,1,0.0
70220,1,0,0.0
163045,1,0,0.01
387111,1,0,0.01
72524,1,0,0.01
118564,1,0,0.01
176965,1,0,0.0
276577,1,0,0.0
183464,0,1,0.0
136386,1,1,0.0
52351,0,0,0.0
384240,0,0,0.0
271946,0,0,0.01
193140,0,1,-0.030000000000000027
189715,0,0,0.98
347389,0,0,0.01
65324,0,0,0.060000000000000005
80283,0,0,0.94
47921,0,0,0.03
303086,0,0,0.0
39111,0,0,0.0
75233,1,0,0.039999999999999994
383823,1,0,0.01
43023,0,1,-0.07000000000000006
395936,1,0,0.0
202495,1,0,0.0
217907,1,0,0.01
270020,0,1,0.14
122536,0,0,-0.04
216155,1,0,-0.049999999999999996
86761,1,1,-0.12
292384,0,1,0.08000000000000007
23082,1,0,0.0
173262,1,0,0.05
199755,1,0,-0.06
256006,0,0,0.03
333580,0,0,-0.03
75803,1,1,1.0
266426,1,0,0.03
30532,0,0,0.0
333926,0,0,0.05000000000000002
393049,0,0,0.01
348115,0,0,0.0
214466,0,0,0.02
165314,0,0,0.07000000000000006
1934,0,1,-0.09999999999999998
82204,1,0,0.0
75281,1,0,0.02
193651,1,1,0.15000000000000002
279727,1,0,0.0
380990,1,0,0.04
358083,1,1,0.0
218733,1,0,0.019999999999999997
60893,1,0,0.0
326583,0,1,0.17000000000000004
341009,1,0,0.0
354655,1,1,0.99
107424,0,0,-0.030000000000000027
261860,0,1,-0.19999999999999996
10750,1,1,-0.08999999999999997
245492,0,0,0.019999999999999997
397304,0,0,0.82
192080,1,1,0.020000000000000018
291943,1,0,0.020000000000000018
277186,0,0,0.1
97233,0,1,0.13
69480,0,0,0.05
345863,0,0,0.01
251305,1,0,0.11
385172,0,1,0.020000000000000018
108324,1,0,0.02
69514,1,0,0.0
152078,0,1,-0.05999999999999994
196335,0,0,0.01
373288,0,0,0.97
380743,0,0,0.01
46465,0,0,0.01
225098,1,0,-0.06
109691,0,1,-0.07
287130,0,0,0.04
166220,1,0,0.06
317513,1,1,0.0
358488,1,0,0.02
304225,0,0,0.0
192562,0,0,0.2799999999999999
209855,1,1,0.040000000000000036
271612,0,0,0.98
10847,1,0,0.06000000000000005
313642,0,0,0.040000000000000036
18118,1,0,0.14
208395,1,0,0.01
164449,0,0,0.97
215235,0,0,-0.01
332102,1,0,0.01
332078,1,0,0.07
312991,0,0,-0.01
395980,0,0,-0.019999999999999997
255651,1,0,0.019999999999999997
29180,0,0,0.02
64858,0,1,0.06999999999999995
54889,1,0,0.0
115793,0,0,0.22
79240,0,0,0.0
89725,1,0,0.01
169570,1,0,0.01
101423,0,1,0.07
61832,1,0,-0.01
340404,1,1,0.0
344425,1,1,-0.010000000000000009
31832,1,1,0.97
360569,1,0,0.01
262703,0,0,0.02
120556,0,0,0.02
164766,0,1,0.25
227758,0,0,0.04
167811,1,0,0.22000000000000003
392115,1,0,0.09000000000000001
206965,0,0,0.44
109789,1,0,0.02
321838,1,1,0.17999999999999994
327149,1,0,0.04
95800,1,0,0.01
47412,1,1,0.95
393846,0,1,-0.06000000000000005
380663,0,0,0.0
239873,1,0,0.05
384038,0,1,-0.10999999999999999
231740,0,0,0.03
367907,0,0,0.0
213791,1,0,0.11
263742,1,0,0.0
102191,0,0,0.0
358921,0,1,0.040000000000000036
69192,0,0,0.0
272949,1,0,0.030000000000000006
197283,0,0,0.99
285971,1,1,0.0
14675,0,0,0.0
1793,1,0,-0.12
231208,1,0,-0.01
302966,1,0,0.01
315601,0,0,0.01
288188,0,0,0.0
133751,1,0,0.04
255235,0,0,0.01
7944,0,0,0.0
212698,1,0,0.0
208740,1,0,0.0
18400,0,0,0.0
87301,0,1,0.12
292651,0,0,0.01
304588,0,1,-0.25
30366,1,0,-0.040000000000000036
275540,1,1,0.5
396692,0,0,0.0
314995,1,0,0.01
315581,0,0,0.12
256444,1,1,0.18000000000000005
336370,1,0,0.02
58545,0,0,0.0
184946,1,0,0.0
291724,1,1,0.13
363567,1,0,0.01
122557,1,0,-0.01
340730,1,1,0.95
345473,0,0,0.02
126422,0,0,0.0
204918,0,0,-0.01
111366,1,0,0.019999999999999997
335940,0,0,0.0
264731,0,0,1.0
392149,0,0,0.01
216401,0,0,0.01
75273,0,1,0.05999999999999994
107016,0,1,-0.030000000000000027
103043,0,0,0.02
217389,0,0,0.0
300168,1,0,-0.02
217498,1,0,0.04
242554,1,1,0.07999999999999996
213041,0,0,0.86
275010,0,1,0.15000000000000002
304311,0,1,0.040000000000000036
143776,1,1,0.99
315191,1,0,0.0
338087,0,1,0.06999999999999995
328451,1,0,0.04
388427,0,0,0.0
166896,0,0,0.03
4070,0,0,0.0
19216,0,0,0.02
268188,0,0,0.049999999999999996
249451,1,0,0.0
321288,0,0,0.07000000000000006
284814,0,0,0.04
396278,0,0,0.95
139898,1,0,-0.07999999999999996
138378,0,0,0.01
9580,0,1,-0.06999999999999995
382579,0,0,0.0
367104,0,0,0.18
62281,0,0,0.61
209714,0,0,0.019999999999999997
28290,1,1,0.06000000000000005
386995,1,0,0.06999999999999999
285185,1,1,0.030000000000000027
279609,0,0,0.06999999999999995
304755,1,0,0.02
263872,0,0,0.0
270157,0,1,0.26
53328,1,0,-0.03
209706,1,0,0.01
7710,0,0,0.06999999999999999
10932,1,0,0.01
35293,0,0,0.02
22428,1,0,0.0
336667,0,1,0.0
122986,0,1,-0.039999999999999925
365175,0,1,0.10999999999999999
93350,0,0,0.05
21219,0,0,0.04
347856,1,0,0.0
1653,0,0,0.01
387458,1,1,1.0
381830,0,0,0.95
27703,0,1,0.07999999999999996
224847,0,1,0.05999999999999994
114348,0,0,0.04
101840,1,0,0.0
182881,1,0,0.05
27610,1,0,0.01
381277,1,1,-0.12
387619,1,1,0.99
349223,1,0,0.0
150414,1,0,0.02
129839,0,1,0.08999999999999997
132182,0,0,0.0
245429,0,1,0.20999999999999996
13047,0,0,0.060000000000000005
85450,1,0,-0.01
201902,0,1,0.0
369868,1,1,0.08999999999999997
12230,1,0,0.01
327369,1,1,-0.040000000000000036
266639,0,0,0.02
338560,1,0,0.0
123819,1,0,0.01
295364,0,0,-0.01
294425,0,0,0.01
356926,0,0,0.0
26857,0,0,0.02
367275,0,0,0.01
272260,1,0,0.0
191234,1,1,0.08999999999999997
215194,1,1,0.30000000000000004
379583,1,1,0.13
67875,0,0,0.01
340480,1,0,0.01
184836,1,0,0.03
153436,0,0,0.04
224950,0,0,-0.01
197944,1,0,0.0
1410,1,1,-0.19
274522,0,1,-0.010000000000000009
276793,1,0,0.0
121696,0,0,0.04
135752,1,0,0.01
383615,1,1,-0.09000000000000008
381670,0,0,0.02
173331,0,0,0.04
257761,1,0,0.04
3557,0,0,0.0
138143,1,0,0.07
257641,0,0,0.01
396553,0,0,0.02
323013,0,0,-0.04000000000000001
32360,0,1,0.0
230102,0,1,-0.09999999999999998
176214,0,0,-0.01
147658,1,1,0.98
160170,1,0,0.18000000000000005
372112,0,0,0.0
311370,0,0,0.019999999999999997
196911,1,0,0.35
154925,1,1,0.16000000000000003
119480,1,0,0.0
177644,0,0,0.02
147988,1,0,0.0
90791,1,0,0.2
304363,1,0,0.03
394886,1,1,-0.06999999999999995
177291,0,0,0.02
356019,1,0,0.0
139702,0,0,0.0
32727,0,1,-0.29999999999999993
341228,0,0,0.0
333751,1,0,0.04
159832,1,0,0.01
226667,1,0,0.03
246032,0,0,0.04
73194,1,0,0.02
110097,0,0,0.14
368311,0,0,-0.01
270236,0,0,-0.01
368878,1,0,0.030000000000000027
149806,0,0,0.99
165050,1,0,0.01
152366,1,0,0.03
192253,1,1,0.20999999999999996
308749,1,0,0.01
395217,0,1,-0.15000000000000002
387759,0,0,0.0
346610,1,0,0.009999999999999998
93876,1,0,0.0
219552,0,0,-0.03
340784,0,0,0.0
310704,1,1,0.22999999999999998
41702,0,0,0.0
99454,1,0,0.030000000000000027
113611,1,0,0.01
301650,0,0,0.0
191411,0,0,0.0
33786,0,0,0.10999999999999999
336469,0,0,0.01
109480,1,0,0.02
206537,0,0,0.32
333957,1,0,0.48
207553,1,0,0.030000000000000002
80057,0,0,0.01
125949,0,0,0.0
146880,0,0,-0.01
341518,0,0,0.03
202950,0,0,0.05
221186,1,0,0.0
338331,1,0,0.0
152690,1,0,0.01
231160,1,1,0.0
168537,1,1,0.13
142873,1,0,0.04
58615,1,1,-0.050000000000000044
60802,0,0,-0.01
52931,1,0,0.01
44626,0,0,0.03
217567,0,0,0.09
375251,1,0,0.09
268664,0,1,0.10999999999999999
363899,1,0,0.01
394989,0,0,0.0
167232,0,0,0.0
345075,1,0,0.0
242671,1,0,0.0
42451,0,1,0.22999999999999998
282585,0,0,0.98
340396,0,0,0.01
280288,1,0,0.13
305114,1,0,0.0
204610,0,0,0.0
354909,0,1,0.010000000000000009
129317,1,0,0.05
83693,1,1,0.10000000000000009
119915,0,0,0.05
84875,1,0,0.0
72337,0,0,0.02
237226,1,0,0.0
24712,1,1,1.0
314378,1,0,0.0
334329,0,0,0.01
308583,0,0,-0.01
246480,1,0,-0.03
87719,0,1,0.030000000000000027
299123,1,0,0.02
344363,1,0,0.04
57405,0,0,-0.02
367473,0,1,-0.09000000000000008
166096,0,0,0.01
363999,0,0,-0.05
166831,1,1,-0.35
261702,0,0,0.03
157688,1,0,0.0
180072,1,0,0.04
270559,1,1,0.15999999999999992
250070,1,0,0.01
45623,1,1,1.0
182587,1,1,1.0
319238,0,0,0.0
20065,1,0,-0.01
167369,0,0,0.08
74375,0,1,-0.09999999999999998
5083,1,0,0.02
203170,1,0,0.0
309019,1,1,0.10000000000000009
66293,0,0,-0.01
286306,0,0,0.0
121586,1,1,0.03
235229,0,0,0.0
62251,0,0,0.0
246679,1,0,0.009999999999999998
192972,0,0,0.03
56315,0,0,0.02
5454,1,0,-0.01
23264,0,0,0.01
16956,0,0,0.01
389167,1,0,0.01
129873,1,0,0.02
324103,1,1,1.0
113071,1,0,0.01
389158,0,0,-0.03
298071,0,0,0.15000000000000002
82138,0,1,-0.030000000000000027
303673,1,1,0.39
225934,0,0,0.01
370246,0,1,-0.22999999999999998
158509,1,0,0.01
307755,1,1,-0.040000000000000036
326026,0,0,-0.13999999999999999
92796,0,0,0.02
140645,0,0,0.0
226048,1,0,0.03
206731,1,0,0.0
213675,1,0,0.12
194932,1,0,0.13
379604,0,0,0.98
87195,0,1,0.13
329428,0,1,0.09999999999999998
98450,0,0,0.97
283851,0,1,0.010000000000000009
29675,0,0,0.03
331774,1,0,0.12
391476,1,0,0.01
36883,0,1,-0.050000000000000044
328698,0,0,0.01
369211,0,0,1.0
134578,0,0,0.02
234665,1,0,0.019999999999999997
48131,0,0,0.14
226755,0,0,0.01
372197,1,0,0.01
38656,1,0,-0.01
259496,1,0,-0.01
274902,1,1,0.58
26145,1,0,-0.01
289466,1,0,0.66
237853,0,0,0.0
188932,0,0,0.99
265948,0,0,0.02
238627,1,0,0.01
157211,1,0,0.03
228025,0,0,0.01
371430,1,1,-0.019999999999999907
288663,1,0,-0.06
174845,1,1,0.05999999999999994
288525,1,0,0.07
166854,0,0,0.01
88949,1,0,-0.01
284871,1,1,0.07999999999999996
153266,1,0,-0.01
137730,1,0,0.03
380321,0,0,0.0
300616,1,0,0.0
214844,1,0,0.01
383322,0,0,0.01
93010,1,0,0.0
251905,1,0,0.11
132149,0,1,0.04999999999999993
78729,1,0,-0.01
331501,1,0,0.06
144564,1,0,0.0
211303,0,0,0.9299999999999999
347956,1,0,0.0
238448,1,0,0.01
255592,0,0,0.020000000000000004
361342,1,0,0.06
326383,1,0,0.0
309274,0,0,0.0
399304,1,0,0.0
320881,0,0,0.0
346987,0,0,0.1
148324,1,0,-0.06999999999999999
8247,1,0,0.01
190393,1,0,-0.060000000000000005
176916,0,0,0.03
313034,0,0,0.01
38007,0,0,0.04
379686,0,1,0.0
21798,1,0,-0.15000000000000002
359739,1,1,-0.07999999999999996
82936,1,0,0.03
147678,0,0,0.02
62200,1,0,0.0
159160,0,0,0.019999999999999997
20028,1,0,0.04
348268,1,1,0.030000000000000027
203498,0,0,0.0
291178,1,0,0.05
105045,1,1,-0.05999999999999994
299963,1,1,1.0
238698,0,1,-0.13
124935,0,0,0.19
89886,0,1,-0.020000000000000018
327997,0,0,0.0
142755,0,0,0.01
27206,0,0,0.01
332948,1,1,-0.010000000000000009
77650,0,0,0.01
287850,0,0,-0.01
8094,0,0,-0.05999999999999994
84822,1,0,0.0
246910,1,0,0.01
219131,1,0,0.029999999999999916
82898,0,0,0.23
56611,1,1,0.029999999999999916
241863,1,0,-0.01
274285,1,0,0.01
85546,0,0,0.020000000000000018
318494,0,0,0.009999999999999998
269746,1,1,0.97
150831,0,0,0.95
86840,1,0,0.01
21903,1,0,0.09000000000000001
39877,0,0,-0.02
76828,1,0,-0.01
10515,1,0,0.08
169311,1,1,0.17000000000000004
343945,0,0,0.10999999999999999
52698,0,0,0.03
107387,1,1,0.99
104170,1,0,0.01
284606,0,0,-0.04
133948,1,0,-0.030000000000000027
273626,0,0,-0.04
170970,0,0,0.0
241328,0,0,0.0
50071,0,0,0.0
214231,0,0,1.0
246872,0,0,0.02
167578,0,0,0.0
234336,1,0,0.01
231850,0,1,0.47
72922,1,0,0.08
166938,0,0,-0.020000000000000004
292928,1,0,0.03
155923,0,0,0.05
271017,0,1,-0.020000000000000018
241494,0,0,0.0
29249,0,0,0.02
359884,1,1,0.98
237284,1,1,1.0
257454,0,0,0.01
223763,1,0,-0.01
207578,0,0,0.87
298283,0,0,0.08000000000000002
260901,1,1,0.33
233437,1,1,0.009999999999999898
94178,0,0,0.0
193882,0,0,0.06
256015,1,1,0.09000000000000008
186703,0,1,0.05999999999999994
129241,0,0,-0.17999999999999994
221121,1,0,-0.01
357371,1,1,1.0
121365,0,0,0.49
197887,0,0,-0.01
370940,0,1,0.020000000000000018
313682,0,0,0.0
49951,1,0,0.01
306403,0,0,-0.019999999999999997
334617,1,0,0.07
378629,0,0,0.03
135806,0,1,0.06000000000000005
300972,0,0,0.01
95043,1,0,0.02
60297,0,0,0.02
162849,1,0,0.02
47450,1,0,0.01
219971,0,0,0.05
250717,0,0,-0.02
216038,1,1,1.0
37513,0,0,-0.27
304740,1,0,-0.01
263828,1,1,0.01
28654,0,0,0.22999999999999998
173582,1,0,0.04
379986,1,1,1.0
264567,1,0,0.0
235956,1,0,0.01
341027,1,0,-0.04
24694,0,0,0.049999999999999996
205581,1,1,0.020000000000000018
155981,0,0,0.02
382350,1,0,0.0
136394,0,0,0.0
86666,1,0,0.0
189509,0,0,0.01
356042,0,0,0.030000000000000002
194334,1,0,0.03
375093,0,0,0.07999999999999996
63513,0,0,0.01
174425,0,0,0.06
19196,0,0,0.01
3986,1,0,0.15
266064,0,0,0.01
190681,0,0,0.01
370300,0,0,0.05
78403,0,0,1.0
363467,0,0,0.01
126702,1,0,0.01
229439,0,0,0.06
171082,0,0,0.01
246083,1,0,0.0
128604,0,0,0.0
322354,1,0,0.01
232371,0,0,0.01
121059,0,0,0.13
112132,0,0,0.96
179405,0,0,0.0
393707,0,0,0.12000000000000001
337049,0,0,0.0
24542,0,0,0.01
346781,1,1,0.040000000000000036
217276,0,0,0.17
343390,1,0,0.09
25151,0,1,-0.25
323397,1,0,0.0
75184,1,1,0.13999999999999999
70731,1,0,0.0
241890,1,0,0.06
207678,1,0,0.06
251878,1,0,0.01
232890,1,0,0.030000000000000002
130813,1,0,0.03
354989,0,0,-0.02
324230,0,0,0.0
218575,0,0,0.01
140244,0,0,0.0
163043,1,0,0.02
276846,0,1,0.08000000000000007
232550,0,0,0.0
393420,0,0,0.87
179276,1,0,0.03
134452,0,0,0.0
311170,1,1,0.85
398646,1,0,0.12
93431,0,0,0.12000000000000001
177136,1,0,0.0
218997,0,0,0.02
274054,1,0,0.03
284133,0,0,0.0
290014,1,1,0.15000000000000002
88058,0,0,0.019999999999999997
349611,1,1,-0.020000000000000018
200214,0,0,0.0
305582,0,0,0.34
1916,1,1,1.0
80013,1,0,0.02
104499,1,0,0.01
184736,1,1,0.010000000000000009
4832,1,0,0.0
203904,0,0,0.01
89187,1,0,0.01
318187,1,1,0.98
113159,0,0,0.0
164864,1,0,0.01
